,id,Title,Writer,Readers,Total Comments,Genre,Grade,Days of Week,Total Episodes,Description
1038,53032608,패스파인더,여왕,23.3만명,2.5만,기다무소설로판,전체이용가,완결,256,"소원을 이뤄 주는 화폐 ‘패스’를 찾아다니는 패스파인더.

평범한 취준생인 가람은 충동적인 생각으로 이계로 떠나게 된다.
가는 것까지는 좋았지만,

돌아와 보니 원래 세상은
사람과 동물이 모두 사라진 유령 도시가 되어 버렸다.

가족과 원래 세계를 되찾으려면
‘패스’를 모아 소원을 빌어야 한다는 사실을 알게 되는데.

언제 눈사태에 휩쓸릴지 모를 설산부터
숨 쉬기도 어려운 심해, 지옥 같은 미궁 등
험난한 곳에만 있는 패스들 때문에 고난의 연속이다.

장소를 가리지 않고 나타나는 패스를
찾아가야 하는 운명에 놓인 가람은
과연 이 모든 것을 극복하고 원래 세계로 돌아갈 수 있을까.

#여주중심 #걸크러쉬 #차원이동물 #모험물 #성장물


※ 해당 작품은 잔인함 혹은 고어적인 장면이 있을 수 있으니,
이용에 참고 바라겠습니다."
1039,50525645,마교서생,북미혼,34.1만명,1.5만,기다무소설무협,전체이용가,완결,658,"[1~2부]

무협의 대가 북미혼의 역작. 
한순간도 눈을 뗄 수 없는 흡입력! 

『마교서생』

천하제일의 내공과 절세의 무공. 
모든 것을 다 가진 마교의 소교주, 단리천악! 

하지만 그의 목표는 다른 곳에 있었으니…… 
다름 아닌 어머니의 유언이었다. 

“너만은 할아버지처럼 학사가 되면 좋겠구나.” 

최고의 자리를 버리고 강호로 나온 단리천악. 
그런데 뭐 이리 거슬리는 게 많은지! 

무림 최강의 학사가 강호를 질주한다!"
1040,49101581,골드퀸,정인,43.8만명,2.2만,기다무소설로판,전체이용가,완결,304,"뜻밖의 죽음.
또 다시 주어진 생에서조차 환영받지 못한 그녀.
반복되는 배신 속에 다짐했다.

""힘을 가지리라, 누구에게도 무시당하지 않을 힘을!""

대륙을 통일한 아르센 제국의 여제, 헬리아 아르센.
그녀의 일대기."
1041,48086893,법보다 주먹,강산(江山),38.2만명,1.2만,기다무소설현판,전체이용가,완결,625,"법으로 안 되면 주먹! 단순한 것이 진리가 되는 세상!
법보다 주먹"
1042,53324661,올 힘 마법사,맛김,59.4만명,2.8만,기다무소설판타지,전체이용가,완결,339,"'루인 아르델.'

아카데미에 수석으로 입학한 내 이름.
누구보다 촉망받았고.
누구보다 열심히 했고.
누구보다 재능 있는 마법사인 줄 알았던 내 이름.
그래.
…10살까지는.
이런 나에게 내려진 사형선고.

‘마법 방출 장애.’

아카데미를 수석으로 입학한 마법천재를 '마법 불능자'로 만들어버린 빌어먹을 저주.
하지만. 

《상태창이 해금되었습니다.》
《힘이 10 올랐습니다.》

내게, 기적이 찾아왔다.

""마법 방출이 안 되면, 주먹으로 때리면 되잖아?""

압도적인 힘, 무시무시한 주먹, 천재적인 마법 실력.
이제 누구에게도 지지 않는다."
1043,57137519,정략결혼의 조건,트래블러,20.1만명,"7,077",기다무소설로맨스,15세이용가,완결 | 선공개,90,"어쩔 수 없이 하게 된 정략결혼이었다.
그가 내건 조건은 간단했다.
사랑을 기대하지 말 것. 쇼윈도 부부로 살다 적당한 때가 되면 이혼해 줄 것.
그가 요구한 대로 조용히 지내다 깔끔하게 헤어질 생각이었다.
어느 날, 남편과 밤을 보내기 전까지는.
그날 밤 이후로 모든 것이 달라졌다.
서로의 이익을 위해 시작한 정략결혼은, 시간이 지날수록 깊은 감정으로 얽히기 시작했다. 


표지 디자인 By 맥시멈(@maximum_illustrator)
타이틀 디자인 By 타마(@fhxh0430)"
1044,57464102,이혼하기로 약속했잖아요,홍시안,21.7만명,"2,974",기다무소설로판,15세이용가,완결 | 독점,135,"원작 여주가 빌런 중의 빌런인 반전 로판 소설에 들어왔다.

문제는 내 역할이…….

여주에게 뒤통수 맞아 죽는 억울한 피해자.
즉, 여주의 동생이란다.

인생 종 치는 소리가 들리는 것 같은데, 이대로 포기할 순 없는 법이다.
무조건 살아남고 봐야지.

끔찍한 집에서 탈출하기 성공, 최강 엑스트라와의 계약 결혼도 (한번 까이긴 했지만) 성공!
기왕 결혼한 거, 성실한(?) 부부생활을 했다.

이제 슬슬 계약 종료 시점에 이혼하려 했더니…….

“봉사가 부족했나?”
“봉, 봉사라니요?”

훅 치고 들어오는 말에 얼굴이 화끈 달아올랐다.

“내 부인께선 어찌 이렇게나 매정하게 남편을 버리려 하시는지.”

아니, 우리 분명히 이혼하기로 약속했잖아요!

#계약결혼 #1번 목표는 생존 #2번 목표도 생존 #3번 목표마저 생존
#생존물과 로맨스 사이 #남주야 힘내……. 
#그런데 나 정말 빙의한 거 맞나?"
1045,50841217,오합지존,이산,26.4만명,"5,263",기다무소설무협,전체이용가,완결,375,"남만의 정글과 돈황의 대사막에서 십 년을 낭인으로 살아온 이산.
이제 구월영의 기연과 도 한 자루를 품고 강호의 복수에 발을 디뎠다.  

피에 젖은 강호를 독보강호하며 무신으로 일어선 풍운아. 

낭인도객 흑전랑 이산의 강호 일대기.


표지 일러스트 molivi"
1046,57127989,명예로운 결혼,탐해린,16.4만명,"4,951",기다무소설로맨스,15세이용가,완결 | 독점,95,"""제가 대신 할게요. 그 결혼.""

'단아'는 도망간 언니 대신,
사랑하지도 않는 남자 ‘무혁’과 결혼하게 된다. 

""강무혁의 아내로서, 부부의 의무를 충실히 할 것.
잠자리든, 뭐든 다. 그쪽은 아내로서의 의무만 내게 하면 됩니다.""

무혁의 오만하기 짝이 없는 제안.
하지만 이 결혼을 지키기 위해 단아는 조건을 받아들이고 결심한다.

""할게요, 잠자리든. 뭐든 다.""

당신이 쓸모없어진 순간.
버리는 건, 나도 마찬가지일 테니까.

그리고 절대 저 오만한 남자를 사랑하지 않겠다고.


명예로움 속 가장 추악한 진실의 끝.
그 끝에서 피어난 로맨스 <명예로운 결혼>


#정략결혼 #선결혼후연애 #치정물 #오만남 #무심녀"
1047,46929529,당신의 머리 위에,박건,28.3만명,1.9만,기다무소설판타지,전체이용가,완결,258,"관대하. 
평범해 보이지만 평범하지 않은 고교 2학년. 
그에겐 남들에게 말 못할 비밀이 있으니… 
사람들 머리 위로 '소속'과 '상태'가 보인다는 것! 

사람의 칭호가 보이는 이 세계가 과연 진짜일까? 
안 그래도 고민 많은 고교생에게 전해진 아버지의 충격적인 고백. 

“너는 내 아들이 아니다.” 
 
그리고 그보다 열 배는 더 충격적인 통보! 

“더불어 지구인도 아니지.” 
 
그리고 동네 오락실에서 발견한 재능. 
 
“간단해. 이걸 타고, 나가서, 싸운다. 어때? 쉽지?” 
“쉽겠냐!!” 

안 그래도 험난한데 계속해서 꼬이는 이능(異能)과 외계(外界)! 
오늘도 소년은 평화를 꿈꾼다. 
…힘들겠지만."
1048,57669507,칠대천마,김운영,9.5만명,189,기다무소설무협,전체이용가,연재 중,240,"마교주의 주화입마를 고치지 못하면 대가는 목숨뿐. 
하지만, 언제나 불행은 기회와 함께 찾아온다.
천하제일의문 활선문 문주 소운, 천하를 재패하라!"
1049,57347256,부적절한 파트너,범서라,18.5만명,"3,477",기다무소설로맨스,15세이용가,완결 | 독점,81,"아버지의 사업 실패로 모든 것을 포기하고 가족을 위해 희생하며 살아온 여은.
우연한 기회로 호텔에서 열리는 행사에 참석하게 된 그녀는
하필 그곳에서 채권자를 맞닥뜨린다.
채권자로부터 애인이 되라는 제안을 받고
다시 한번 절망에 빠지고 마는데…….

그런 그녀의 앞에 나타난 남자, 신이안.

“술 한잔하죠. 내가 살게요.”

처음 본 남자의 제안을 받아들인 여은은
분위기가 무르익자 그와 하룻밤을 보내게 된다.

실수했다는 생각에 여은은 도망치듯 호텔을 빠져나오지만,
우연은 그 남자를 다시 그녀의 앞으로 데려다 놓는다.

“그렇게 도망치니까 재미있었어요?”
“…….”
“난 재미없던데.”

뜨거웠던 그날 밤의 남자가 나타나 자꾸만 그녀를 유혹하는데……."
1050,55324010,당신이 나를 기억하지 못하신다면,초사,39.6만명,"8,683",기다무소설로판,전체이용가,완결 | 선공개,113,"임신한 아이의 아빠가 결혼을 앞두고 기억을 잃었다.
그렇게 다정하던 사람의 차가운 눈빛을 마주한 순간,
아나이스는 모든 것이 끝났음을 예감했다. 

""제가 누군지 정말 기억 안 나세요?""

신분 차를 극복하고 어렵게 이룬 사랑.
그가 자신을 기억하지 못한다면, 그녀는 이곳에 남을 이유가 없었다. 하지만-

""거두절미하고 묻겠다. 내 불면증에 듣는 약을 네가 제조했었다지""

토드가 양이 확연히 줄은 찻잎 주머니를 던졌다.
그건 약이 아니라 오래전 선물했던 단순한 허브티였다.

""이건 약이 아닙니다.""
""제안 하나 하지. 그거 정리하고 저택으로 들어와. 내 전용 약제사 자리를 비워줄 테니.""

아나이스는 거만하게 말하는 토드를 물끄러미 바라보다 말했다.

""싫은데요.""


초사 장편 로맨스판타지 소설 <당신이 나를 기억하지 못하신다면>"
1051,56584383,선제귀환,풍무극광,12.1만명,434,기다무소설무협,전체이용가,"월, 화, 수, 목, 금 연재 | 독점",319,"시공의 폭풍의 휘말려 선계로 휘말린 운청휘. 그는 선계의 최고 지위인 선제의 자리까지 올라 가까스로 집이 있는 천성대륙으로 돌아온다.
꿈에서라도 보고 싶던 가족을 만나고자 자신의 세가로 찾아가지만, 정작 그가 맞이한 현실은 부모와 누이가 실종되고, 가세가 기울어질 대로 기울어진 세가였을 뿐.
누군가가 자신의 세가를 집어삼키려는 야욕 앞에, 선제의 피가 끓어오른다! 
그 누구도 자신의 앞을 가로막지 못하리라! 

가족을 만나고자하는 운청휘의 호쾌한 천성대륙 점령기!"
1052,50308315,태존비록 [완결],비가,23만명,"7,406",기다무소설무협,전체이용가,완결,725,"『태존비록』

천하의 겁난을 종식시킨 위대한 무인.
광휘무존(光輝武尊) 위연호(魏衍澔).

그는 군자(君子)였으며, 대인(大人)이었고, 대협(大俠)이었…….

""그 인간, 그거 완전 인간 말종이거든.""

차마 세상에 알릴 수 없는 진실.
고금제일대협의 실체가 낱낱이 밝혀진다!"
1053,46753610,지천명 아비무쌍,노경찬,18.9만명,"5,586",기다무소설무협,전체이용가,완결,276,"『지천명 아비무쌍』 
하늘의 뜻을 아니, 그 누가 아비父에 견주리오!

고아로 떠돌다 운 좋게 스승을 만나
칼 밥을 먹으며 특급 해결사로 이름을 날리던 노가장
스물다섯, 사랑하는 여인을 만나 이름대로 가장家長이 된다는 기쁨도 잠시
하루아침에 핏덩이 세쌍둥이와 함께 홀아비 신세가 되어 버리다!
 
아비는 그 어떤 경우라도 제 새끼의 입에 먹을 걸 넣어 줘야 하는 존재다!
 
노가장은 위험천만한 낭인 생활을 때려치우고 천룡회 갑급 무사로 가입하여
자식새끼들 잘 먹이고 잘 입히고자 하지만
억지로 나간 출장 임무에서는 목숨이 위험한 일이 연달아 벌어지고
그사이 사방에서 아이들을 눈독 들이기 시작하는데……
 
기다려라, 내 새끼들아! 여기 아비가 간다!
이 시대의 당당한 아버지, 노가장의 좌충우돌 육아 일지!"
1054,56207016,시급 연애,"비에이,Lpip",10.2만명,"4,108",기다무소설현판,전체이용가,"월, 화, 목, 금 연재 | 독점",175,"가난한 대학생 차도현.
어느 날, 같은 과 후배인 이사나에게서 말도 안 되는 제안을 받았다.

“시급 2만 원에 저랑 사귀어 주셨으면 해요.”

말도 안 되는 소리다.
분명히 무언가 꿍꿍이가 있을 것 같다.

장기 밀매? 다단계? 종교 권유?

캠퍼스에서 시체 파묻기 적당한 곳을 찾는
이 여자애의 제안을 받아들여도 되는 걸까?

모든 것이 수상하기만 하지만,
당장 아르바이트에서 잘린 도현이 거절하기엔 너무나 달콤한 제안이었다!

“역시 돈을 바른 보람이 있네요.”
“그런 생각은 마음속으로 해!”

돈밖에 없는 여자와, 돈만 없는 남자의 시급 2만 5천 원짜리 연애.
달콤하기만 할 줄 알았는데, 매콤 씁쓸하기도 한 청춘의 단상.

과연 우리의 이야기도 ‘청춘 로맨스’가 될 수 있을까?"
1055,55216391,괴물 황태자의 아내가 되었습니다,꿈결나무,42.2만명,2.6만,기다무소설로판,전체이용가,완결,182,"[독점 연재]

저주에 걸린 괴물 황태자 ‘블레이크’의 아내 ‘앤시아’로 빙의했다. 
앤시아는 결혼 첫날 황태자의 얼굴을 보고 자살해서, 블레이크에게 커다란 트라우마를 남긴 인물이다.
하지만 나는 죽지 않았고, 괴물 황태자를 떠날 생각도 없었다.
그런데 명색이 19금 피폐 소설의 서브 남주인데, 원작에서 퇴폐미를 뿜어내던 맹수였던 것과 달리 순진한 토끼 같다.
와랄랄라 귀엽게 보살펴 주고 있는데, 가끔 맹수의 이빨이 보이는 것 같다.

착각이겠지…?

괴물 황태자의 저주를 풀 수 있는 건 오직 여주인공인 다이애나뿐이다. 
내 역할은 이 어린 소년이 상처받지 않도록 지켜주다가, 때가 되면 물러나는 것이다.
그런데….

“앤시아, 나를 떠나지 마!”

이 작은 토끼가 자꾸만 나를 붙잡는다.

#책빙의물 #피폐물 빙의 #원작에서 맹수 같은 모습과 달리 순진한 토끼인 줄 알았는데 맹수로 성장함 #여주 앞에서만 순진한 척하는 맹수 #황제 시아버님이 며느리 바보 #선결혼후연애 #언니 바보 동생 #집착서브남 #알콩달콩 #가족후회물

표지 일러스트 : 러기"
1056,52262691,악역에게 정체를 들켜 버렸다 [완결],차소희,44.2만명,2.3만,기다무소설로판,전체이용가,완결,182,"“친애하는 호위야.”

남동생 대신 악역의 부하가 되었다. 내 목표는 조용히 사는 것뿐. …이었는데. 

“도망칠 생각하면 죽여버린다.”
“끝까지 내 옆에 있어. 내가 황제가 될 때까지.”

어찌 된 일인지 악역의 집착을 받고 있다.
나 좀 내버려 두면 안 될까. 조용히 살고 싶다고!

[책빙의/남장여주/걸크러쉬/먼치킨여주/졸지에 악역의 히든카드가 되었다/집착남주/악역남주/흑막/계략남/우리 그냥 사랑하게 해 주세요]"
1057,54790583,사랑받는 언니가 사라진 세계,나유혜,36.4만명,2.3만,기다무소설로판,전체이용가,완결 | 선공개,167,"""난 널 죽여 버리고 싶을 만큼 싫어하거든, 시에나.""

한 평생 언니의 그림자였고, 그 언니에게 배신당해 죽었다.
그런데… 시간을 거슬러 온 그 날부터 사람들이 달라졌다.

""지저의 나흐트가 선택한 아이는 너뿐이다.""
""대공 전하께서는 당신을 가족이나 다름없는 존재로 인정하고 계십니다.""

무언가 잘못됐다. 
이 사람들은 마치 나를 언니라고 착각하고 있는 것 같다.

""부탁이니 한 번만 믿어줘, 우리가 널 아낀다는 걸.""

한때는 사랑받고 싶었다. 
이제는 그 마음이 약점이 될까 두렵다.
삶을 송두리째 빼앗기는 배신은 한 번으로 족했다.

사랑에 모든 것을 걸 때는 지났다. 나는 그저 내 삶을 되찾길 원한다.
그러니….

""우리, 이제 그만 서로 갈 길 가요.""
나유혜 장편 로맨스 판타지 소설 <사랑받는 언니가 사라진 세계>"
1058,53599726,조연의 반격은 없다,박귀리,31.8만명,1.4만,기다무소설로판,전체이용가,완결,165,"[독점연재]

<제 1회 카카오페이지 밀리언 소설 공모전 수상작>

책 속의 하녀가 되었는데, 가문이 3년 만에 멸문했다.

뭐라도 된 양 날뛰던 다른 빙의자들도 주인공과 악역의 손에 차례대로 죽었다.
살아남기 위해서 악역의 개가 되고, 도망칠 그날을 손꼽아 갈망했지만….

“그렇게 내게서 도망가고 싶나? 직접 두 발을 잘라내면 여기서 기어 나가는 걸 허락해 주지.”

망연해진 기분으로 그를 쳐다봤다.

아니야, 긍정적으로 생각하자.
저 미친놈에게 고작 두 발을 바치고 도망칠 수 있다는 건 절호의 기회이지 않은가.

나는 벽 장식장에 걸린 검을 손에 쥐었다.
그리고 멀쩡히 선 두 발을 향해 내리그었다.


#책빙의 #집착남 #순정남 #능력녀 #약피폐"
1059,53302153,회귀자가 다 뺏어먹음,마교졸개,21.2만명,"5,964",기다무소설판타지,전체이용가,완결,300,"마음의 빚만큼 디버프를 걸 수 있는 고유스킬 '채권자'

[채무관계 조건을 만족합니다.]
[채무관계 ‘세계’ 강제집행에 들어갑니다. 채무 시점으로 회귀 후 능력 확장.]

회귀하고 나서는 스킬도 뺏고 스탯도 뺏는다!

막장헌터 강유식의 다시 시작하는 생도 생활!"
1060,55037791,시간을 넘어 당신을 만나러 갑니다,이미은,19만명,"5,445",기다무소설로판,전체이용가,완결,148,"천재 마법사 엘레노어.
약소국의 대마법사이자 공작인 그녀를 포섭하기 위해
제국에서 사람이 오자, 그녀는 엄마가 죽었던 그날부터
준비해 온 시간 마법을 발동했다.

24년을 거슬러 과거로 온 엘레노어는
엄마를 찾아 나서지만, 모든 게 낯선 그녀는 한 남자를 만나게 된다.

제국의 공작 리암 템페리온.
그러나 엘레노어가 사는 미래엔 존재하는 않는 가문이었다.
비어버린 정보.
엘레노어는 과거의 진실에 다가가는데."
1061,55913444,착한 신데렐라는 죽었습니다,비엔나커피,11.7만명,"2,788",기다무소설로판,15세이용가,완결 | 독점,210,"나, 화란 화장품의 본부장이었던 은세라, 약혼자와 의붓여동생의 음모로 죽었다. 
눈을 떠보니 팔콘 제국 남작의 딸, 레오노라 리베이라의 몸에 들어 있었다.

내가 빙의한 몸의 주인 레오노라는 동화책 속의 신데렐라와 같은 처지로, 
팔콘 제국의 황태자와 화려하게 결혼식을 올린다.

하지만 레오노라를 못마땅하게 여겼던 황후의 계책으로 첫날밤도 못 치르고 계모의 손에 죽었다.

모든 상황을 알게 된 나는 너무 가엾은 레오노라를 대신해, 
레오노라를 괴롭히고 죽게 만든 사람들에게 응분의 대가를 치르게 하겠다고 마음먹는다.

착해도 너무 착했던 진짜 레오노라 대신 
‘삐딱한’ 레오노라가 되어 시원한 빅엿을 날리고, 

동대륙 최고의 기업가가 되는 팔콘 제국의 황태자비 은세라의 이야기이다."
1062,48879807,천검제 개정판,장담,18.5만명,"1,753",기다무소설무협,전체이용가,완결,225,"갑작스러운 천검성 성주의 죽음!
그리고 얼마 후 성주 부인마저 처참한 시신으로 발견된다.
성주 살해사건의 범인으로 천검성 최고의 무사이자 성주의 의형제인 악중경이 지목되지만, 결백했던 악중경은 이것이 자신을 향한 음모임을 깨닫는다. 
그러나 그는 자신의 어린 아들 악초영을 보호하기 위해 아들의 눈앞에서 스스로 자결하고 마는데…….

‘죽을힘을 다해서 나 자신을 키울 거야. 아버지를 위해서라도!’

아버지의 죽음에 얽힌 거대한 음모, 그리고 진실을 밝히기 위해 하늘이 되고자 한 남자!
폭풍의 눈이 되어 천검의 대지에 돌아온 그가 가슴에 새긴 단 한마디의 유언.
세상의 누구도 믿지 말고 오직 자신만 믿어라. 아니, 때로는 너의 판단조차 믿지 마라!"
1063,51814906,나를 버려주세요,자은향,66.3만명,2.7만,기다무소설로판,전체이용가,완결 | 선공개,201,"희귀병에 걸려 죽은 공녀를 대신해 입양 된 아델. 
평생을 사랑받기 위해 애썼지만, 여동생이 태어나자마자 버려지고
정략결혼을 하러 가던 길에 의문의 적들에게 암살 당해 죽고 만다. 

""...혹시 이거 꿈인가?"" 
그런데 눈을 뜨니, 왜인지 3년 전 과거로 돌아왔다! 
어차피 여동생이 태어나면 버려질 운명이기에, 
이번 생에서는 마음대로 살아 보려고 하는데 어쩐지 자꾸만 인생이 꼬여간다. 

""저에게 흥미가 있으셨던 것 아니었습니까?"" 
게다가 정체불명의 검은 기사는 자꾸만 그녀를 찾아오는데... 

자은향 작가의 장편 로맨스 판타지, <나를 버려주세요>"
1064,50853204,그 책에 마음을 주지 마세요,문시현,30.4만명,1.8만,기다무소설로판,전체이용가,완결,378,"#피폐물 #로맨스를_가장한_스릴러물 #궁정물 #그리스로마풍 #도금수저 #폭군남주 #책빙의 #엑스트라여주 #황녀여주 #굴림여주


탈출을 목적으로 살겠어!

로맨스 피폐 소설 『루스벨라의 빛』
엑스트라인 황제의 여덟번째 황녀로 환생해 새로운 삶을 꿈꾸던 아실리 로제.
금수저인 줄 알았던 삶이 도금수저?
부러질 일만 남은 인생이라는 걸 깨달았을 때 미래를 예지하는 일기장을 발견하는데…….

일기장은 아실리가 황태자 카스토르에게 살해당하는 미래를 예고하고 있었다!

[“너에게 난 어떤 의미인가?”
질문이 끝나자 황태자님은 아주 예쁘게 웃으셨다. 그리고 날 죽였다.]

불행하게도 아실리는 죽어도 죽어도 다시 살아나 계속 살해당했다.
반복되는 죽음 속에서 천천히 미소를 잃고 변해가는 아실리.

……일단 생존부터 해 보자.

* * *

그의 성마른 미소가 점차 가까워졌다.

“제가 오라버니에게 무엇을 줄 수 있는데요?”
“글쎄.”

엷고 연한 하늘빛 머리가 바람에 한들거렸다. 그는 보일 듯 말 듯 웃다가 바짝 마른 입술을 떼어 낸다.

“이름을 불러 봐.”
“…….”

나는 고개를 홱 치켜들었다.

“아모르―. 하고.”

손끝이 손목 안쪽을 훑었다."
1065,56635144,데몬 소드,백수귀족,10.9만명,"3,940",기다무소설판타지,전체이용가,완결,241,"‘넌 칼을 잡아선 안 된다.’

아버지의 당부를 잊고 칼을 잡았다.

칼을 휙! 휘둘렀더니,
도련님이 픽! 죽었다."
1066,55673468,휘영검전,도필,27.7만명,"8,860",기다무소설무협,전체이용가,완결 | 독점,250,"인간으로 환생하여 검(劍)을 처음 잡았고, 무공(武功)을 처음 익혔다.
그런데 이게 참... 쉽다?"
1067,48880863,천애협로,촌부,56.5만명,2.2만,기다무소설무협,전체이용가,완결,275,"[완전판]

『우화등선』,『화공도담』의 뒤를 잇는 작가 촌부의 또 하나의 도가 무협!

무림맹주(武林盟主), 아미파(峨嵋派) 장문인(掌門人). 군문제일검(軍門第一劍), 남궁세가(南宮勢家)의 안주인.

그들을 키워낸 어머니-
진무신모(眞武神母) 유월향!

어느 날, 그녀가 실종되는데…….

“하, 할머니는 누구세요?”

무한삼진의 고아, 소량(少兩)에게 찾아온 기이한 인연. 

세상과 함께 호흡을 나눌 수 있다면[天地同息] 천하의 이치를 모두 얻으리라[天下之理得]!

이제, 천하제일인과 그녀가 길러낸 마지막 자손의 이야기가 펼쳐진다!"
1068,57388737,생각보다 훨씬 좋아해!,예마로,26.9만명,"6,002",기다무소설로판,전체이용가,완결 | 독점,122,"육아물 소설에 환생했는데, 불우한 어린 시절을 보내고 있는 남주를 만났다.

가만히 둬도 알아서 꽃길을 걷겠지만, 조그만 어린애가 다 터진 입가로 덜덜 떠는 게 영 눈에 밟혀서 그 애를 구해 왔다.
기왕 빼온 김에 제 자식 애타게 찾다 단명할 공작 부부를 살려 남주를 돌려주었다.

”르웬. 정말 좋아해.“
”그래, 나도.“
”응!“

그렇게 했더니, 애가 날 너무 좋아한다.

어린애가 달라붙는 게 불편하긴 해도 우는 것보단 웃는 게 더 예뻐 적당히 장단을 맞춰 주었다.
아무리 지금 나 좋다고 따라다녀 봤자 나중에 크면 아는 척도 안 할 텐데, 뭐.

그렇게 5년,

”오늘 너무 예뻐, 르웬. 너무 좋아. 진짜 좋아해.“
”응.“

10년......

”아르웬, 졸업 축하해. 좋아해.“
”그, 그래.“

아니, 야. 잠깐만. 너 왜 아직까지 날 좋아해?

이 와중에 이 곱게 큰 수선화 같은 놈이 나에게 청혼했다. 당연히 기겁했다.
나는 한미한 자작 영애였고, 저놈은 공작가의 후계자였으니까.
아무리 공작 부부가 날 예뻐했지만 그것까지 받아줄 리가......

”아르웬, 환영한다. 보물 창고는 저기 있고, 열쇠는 여기 있다.“
”세상에, 르웬이 내 며느리가 된다니! 이제 이 삼촌, 아, 아니, 시아비는 죽어도 여한이 없다, 아가!“

......있네?


#초반육아물 #힐링성장 #햇살남주(흑화x) #자낮여주 #선한여주 #선한남주 #약간의삽질 #티키타카
#세상 해맑은 뽀쟉남주-> 세상 건실한 햇살남주
#평화로운 시가살이
#혼자 심각한 여주 힐링물로 끌고가는 주변인들"
1069,51902671,전투종족으로 환생한 나의 공무원 생활기,일계,58.1만명,4.9만,기다무소설판타지,전체이용가,완결,407,"공무원 합격을 기념하기 위해
맥주를 사러 가다 갑자기 들이닥친 환생 트럭에 치였다.

전설의 전투종족 족장의 아들, 덴버그 블레이드로 태어나
8살에 마수를 잡고, 12살에 드래곤을 잡았다.
근육 괴물 아버지의 스파르타식 교육, 비인간적인 일상.

평화와는 동떨어진 이곳에서 벗어나야 해!

안전한 것이 최고! 그래서 선택한 직업은 제국 공무원!
과연 덴버그는 평화롭고 안정적인 직업인 공무원이 될 수 있을까?"
1070,57659421,드라마를 사랑한 남자,심연으로,17.5만명,"2,356",기다무소설현판,전체이용가,"월, 화, 수, 목, 금 연재 | 독점",187,"“인생에 가장 소중하고 사랑스러운 존재가 있다면 무엇인가요?”
“드라마(Drama)요.”

드라마에 미친 남자의 2회차 스타 작가 도전기"
1071,56876634,회귀했더니 두 배로 강해져,미도,18.1만명,"1,944",기다무소설판타지,전체이용가,완결 | 독점,215,"평생을 무(無)마나, 무(無)개성 만년 말단 F급 헌터로 살아온 강태현.
그런 그에게 마지막 기회가 주어졌다.

난 남들보다 두 배로 성장해.
그래도 덤빌 거냐?"
1072,54365934,아파도 하고 싶은,채랑비,37.9만명,1.3만,기다무소설로맨스,15세이용가,완결 | 선공개,102,"‘그’를 아주 오랫동안 짝사랑해왔다.

하지만, 

그에게 하연은 여자가 아니었다. 
좋게 봐야 같은 동아리 후배, 
더 나아가서는 같은 직장에 다니는 여자애. 그냥 그 정도.

그랬던 그가 결혼을 한다?

“선봐서 곧 결혼할 거야. 되도록 이른 시일 내에.”

모르는 여자와의 계약 결혼을 할거라는 남자의 말에 
하연은 오랫동안 간직했던 감정을 억누르지 못했다. 

“꼭 하셔야 한다면…. 저랑 해요, 그 결혼.”

서투룬 유혹, 남자의 단단한 등에 매달려 뜨거운 입술을 겹쳤다.
발칙한 후배의 도발. 선배는 화를 낼까. 아니면 미쳤다고 비웃을까. 
그러나 남자의 입에서 나온 말은 예상외의 것이었다.

“결혼하려면 키스부터 배워 왔어야지.”

채랑비 장편 로맨스 소설 <아파도 하고 싶은>"
1073,55122204,163417413번째 소울라이크 용사,테즈몬,10.9만명,"2,259",기다무소설판타지,15세이용가,완결,304,노빠꾸 노퓨처 노답인생 박정용의 하드코어 소울류 이세계 라이프
1074,48395194,화산질풍검,한백림,21.1만명,"4,706",기다무소설무협,전체이용가,완결,211,한백림의 신무협 판타지 소설. 작가가 9년동안 구상한 한백무림서 11가지 이야기 중 두번째 이야기이다. 이미 출간된 첫번째 이야기 <무당마검>은 8권으로 완결되었다. 화산파의 청풍을 주인공으로 성장하는 주인공의 이야기를 흥미진진하게 그렸다.
1075,53066033,군터(개정판),월산홍,7.4만명,"1,688",기다무소설판타지,15세이용가,연재 중,960,"◆ 본 작품은 15세 이용가 개정판입니다 ◆

초원의 도망자, 천시 받던 젊은 전사 군터. 혈기와 무혼으로 써내려가는 그의 생애."
